Jan 05, 2022 10:09:39 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/karaf/lock
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 05, 2022 10:09:40 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2022-01-05T22:09:41,676 | INFO  | activator-1-thread-2 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 | Adding features: log/[4.2.14,4.2.14],shell/[4.2.14,4.2.14],scr/[4.2.14,4.2.14],service/[4.2.14,4.2.14],system/[4.2.14,4.2.14],package/[4.2.14,4.2.14],diagnostic/[4.2.14,4.2.14],bundle/[4.2.14,4.2.14],webconsole/[4.2.14,4.2.14],feature/[4.2.14,4.2.14],deployer/[4.2.14,4.2.14],framework/[4.2.14,4.2.14],ssh/[4.2.14,4.2.14],config/[4.2.14,4.2.14]
2022-01-05T22:09:42,243 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.apache.xbean/xbean-bundleutils/4.20
2022-01-05T22:09:42,244 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.apache.xbean/xbean-finder/4.20
2022-01-05T22:09:42,246 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-client/9.4.43.v20210629
2022-01-05T22:09:42,249 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-continuation/9.4.43.v20210629
2022-01-05T22:09:42,251 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-deploy/9.4.43.v20210629
2022-01-05T22:09:42,253 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-http/9.4.43.v20210629
2022-01-05T22:09:42,255 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-io/9.4.43.v20210629
2022-01-05T22:09:42,257 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-jaas/9.4.43.v20210629
2022-01-05T22:09:42,259 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-jmx/9.4.43.v20210629
2022-01-05T22:09:42,260 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-jndi/9.4.43.v20210629
2022-01-05T22:09:42,262 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-plus/9.4.43.v20210629
2022-01-05T22:09:42,264 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-proxy/9.4.43.v20210629
2022-01-05T22:09:42,266 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-rewrite/9.4.43.v20210629
2022-01-05T22:09:42,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-security/9.4.43.v20210629
2022-01-05T22:09:42,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-jaspi/9.4.43.v20210629
2022-01-05T22:09:42,271 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-server/9.4.43.v20210629
2022-01-05T22:09:42,273 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-servlet/9.4.43.v20210629
2022-01-05T22:09:42,275 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-servlets/9.4.43.v20210629
2022-01-05T22:09:42,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-util/9.4.43.v20210629
2022-01-05T22:09:42,279 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-util-ajax/9.4.43.v20210629
2022-01-05T22:09:42,281 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-webapp/9.4.43.v20210629
2022-01-05T22:09:42,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/websocket-api/9.4.43.v20210629
2022-01-05T22:09:42,284 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/websocket-client/9.4.43.v20210629
2022-01-05T22:09:42,286 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/websocket-common/9.4.43.v20210629
2022-01-05T22:09:42,288 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/javax-websocket-client-impl/9.4.43.v20210629
2022-01-05T22:09:42,290 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/javax-websocket-server-impl/9.4.43.v20210629
2022-01-05T22:09:42,292 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/websocket-server/9.4.43.v20210629
2022-01-05T22:09:42,293 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty.websocket/websocket-servlet/9.4.43.v20210629
2022-01-05T22:09:42,295 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.eclipse.jetty/jetty-xml/9.4.43.v20210629
2022-01-05T22:09:42,296 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.jline/jline-builtins/3.19.0
2022-01-05T22:09:42,298 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.jline/jline-reader/3.19.0
2022-01-05T22:09:42,333 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.jline/jline-terminal/3.19.0
2022-01-05T22:09:42,335 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.jline/jline-terminal-jansi/3.19.0
2022-01-05T22:09:42,336 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ow2.asm/asm/9.1
2022-01-05T22:09:42,338 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ow2.asm/asm-commons/9.1
2022-01-05T22:09:42,339 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ow2.asm/asm-tree/9.1
2022-01-05T22:09:42,341 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ow2.asm/asm-analysis/9.1
2022-01-05T22:09:42,342 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ow2.asm/asm-util/9.1
2022-01-05T22:09:42,343 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ops4j.pax.web/pax-web-api/7.2.29
2022-01-05T22:09:42,345 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ops4j.pax.web/pax-web-jetty/7.2.29
2022-01-05T22:09:42,348 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ops4j.pax.web/pax-web-runtime/7.2.29
2022-01-05T22:09:42,351 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   mvn:org.ops4j.pax.web/pax-web-spi/7.2.29
2022-01-05T22:09:42,367 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 | Creating configuration file /opt/karaf/etc/jetty.xml
2022-01-05T22:09:42,546 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 | Starting bundles:
2022-01-05T22:09:42,547 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.deployer.features/4.2.14
2022-01-05T22:09:42,574 | INFO  | fileinstall-/opt/karaf/deploy2 | fileinstall                      | 10 - org.apache.felix.fileinstall - 3.7.2 | Installing bundle de.averbis.integration.karaftest.bundleimpl / 0.9.0.SNAPSHOT
2022-01-05T22:09:42,574 | INFO  | fileinstall-/opt/karaf/deploy | fileinstall                      | 10 - org.apache.felix.fileinstall - 3.7.2 | Installing bundle de.averbis.integration.karaftest.bundleapi / 0.9.0.SNAPSHOT
2022-01-05T22:09:42,581 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.jline.terminal/3.19.0
2022-01-05T22:09:42,582 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.felix.metatype/1.2.4
2022-01-05T22:09:42,589 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   javax.servlet-api/3.1.0
2022-01-05T22:09:42,590 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.ops4j.pax.web.pax-web-api/7.2.29
2022-01-05T22:09:42,590 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.webconsole.console/4.2.14
2022-01-05T22:09:42,610 | WARN  | fileinstall-/opt/karaf/deploy2 | fileinstall                      | 10 - org.apache.felix.fileinstall - 3.7.2 | Error while starting bundle: file:/opt/karaf/deploy2/bundleimpl-0.9.0-SNAPSHOT.jar
org.osgi.framework.BundleException: Unable to resolve de.averbis.integration.karaftest.bundleimpl [93](R 93.0): missing requirement [de.averbis.integration.karaftest.bundleimpl [93](R 93.0)] osgi.wiring.package; (&(osgi.wiring.package=de.averbis.integration.karaftest.bundleapi)(version>=0.9.0)(!(version>=1.0.0))) Unresolved requirements: [[de.averbis.integration.karaftest.bundleimpl [93](R 93.0)] osgi.wiring.package; (&(osgi.wiring.package=de.averbis.integration.karaftest.bundleapi)(version>=0.9.0)(!(version>=1.0.0)))]
	at org.apache.felix.framework.Felix.resolveBundleRevision(Felix.java:4149) ~[?:?]
	at org.apache.felix.framework.Felix.startBundle(Felix.java:2119) ~[?:?]
	at org.apache.felix.framework.BundleImpl.start(BundleImpl.java:998) ~[?:?]
	at org.apache.felix.fileinstall.internal.DirectoryWatcher.startBundle(DirectoryWatcher.java:1260) [!/:3.7.2]
	at org.apache.felix.fileinstall.internal.DirectoryWatcher.startBundles(DirectoryWatcher.java:1233) [!/:3.7.2]
	at org.apache.felix.fileinstall.internal.DirectoryWatcher.doProcess(DirectoryWatcher.java:520) [!/:3.7.2]
	at org.apache.felix.fileinstall.internal.DirectoryWatcher.process(DirectoryWatcher.java:365) [!/:3.7.2]
	at org.apache.felix.fileinstall.internal.DirectoryWatcher.run(DirectoryWatcher.java:316) [!/:3.7.2]
2022-01-05T22:09:42,675 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.webconsole.features/4.2.14
2022-01-05T22:09:42,684 | INFO  | features-3-thread-1 | FeaturesPlugin                   | 43 - org.apache.karaf.webconsole.features - 4.2.14 | Features plugin activated
2022-01-05T22:09:42,685 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.aries.spifly.dynamic.bundle/1.3.2
2022-01-05T22:09:42,744 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.servicemix.bundles.javax-websocket-api/1.1.0.1
2022-01-05T22:09:42,746 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.util/9.4.43.v20210629
2022-01-05T22:09:42,748 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.jmx/9.4.43.v20210629
2022-01-05T22:09:42,749 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.io/9.4.43.v20210629
2022-01-05T22:09:42,750 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.http/9.4.43.v20210629
2022-01-05T22:09:42,791 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.client/9.4.43.v20210629
2022-01-05T22:09:42,792 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.server/9.4.43.v20210629
2022-01-05T22:09:42,793 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.geronimo.specs.geronimo-jaspic_1.0_spec/1.1.0
2022-01-05T22:09:42,796 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.security.jaspi/9.4.43.v20210629
2022-01-05T22:09:42,805 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.security/9.4.43.v20210629
2022-01-05T22:09:42,807 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.util.ajax/9.4.43.v20210629
2022-01-05T22:09:42,808 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.servlet/9.4.43.v20210629
2022-01-05T22:09:42,808 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.common/9.4.43.v20210629
2022-01-05T22:09:42,823 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.api/9.4.43.v20210629
2022-01-05T22:09:42,825 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.xml/9.4.43.v20210629
2022-01-05T22:09:42,826 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.client/9.4.43.v20210629
2022-01-05T22:09:42,827 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.javax.websocket/9.4.43.v20210629
2022-01-05T22:09:42,833 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.servlet/9.4.43.v20210629
2022-01-05T22:09:42,834 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.server/9.4.43.v20210629
2022-01-05T22:09:42,837 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.websocket.javax.websocket.server/9.4.43.v20210629
2022-01-05T22:09:42,842 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.jline.reader/3.19.0
2022-01-05T22:09:42,843 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.jline.builtins/3.19.0
2022-01-05T22:09:42,843 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.shell.core/4.2.14
2022-01-05T22:09:42,879 | INFO  | fileinstall-/opt/karaf/deploy | fileinstall                      | 10 - org.apache.felix.fileinstall - 3.7.2 | Started bundle: file:/opt/karaf/deploy/bundleapi-0.9.0-SNAPSHOT.jar
2022-01-05T22:09:42,891 | INFO  | features-3-thread-1 | Activator                        | 39 - org.apache.karaf.shell.core - 4.2.14 | Not starting local console. To activate set karaf.startLocalConsole=true
2022-01-05T22:09:42,892 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.ops4j.pax.web.pax-web-spi/7.2.29
2022-01-05T22:09:42,893 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.felix.scr/2.1.30
2022-01-05T22:09:42,926 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   javax.annotation-api/1.3.0
2022-01-05T22:09:42,927 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.jaas/9.4.43.v20210629
2022-01-05T22:09:42,928 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.rewrite/9.4.43.v20210629
2022-01-05T22:09:42,929 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.jndi/9.4.43.v20210629
2022-01-05T22:09:42,929 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.webapp/9.4.43.v20210629
2022-01-05T22:09:42,930 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.deploy/9.4.43.v20210629
2022-01-05T22:09:42,931 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.proxy/9.4.43.v20210629
2022-01-05T22:09:42,932 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.geronimo.specs.geronimo-jta_1.1_spec/1.1.1
2022-01-05T22:09:42,932 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.plus/9.4.43.v20210629
2022-01-05T22:09:42,933 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.continuation/9.4.43.v20210629
2022-01-05T22:09:42,934 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.eclipse.jetty.servlets/9.4.43.v20210629
2022-01-05T22:09:42,934 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.ops4j.pax.web.pax-web-jetty/7.2.29
2022-01-05T22:09:42,971 | INFO  | features-3-thread-1 | log                              | 69 - org.eclipse.jetty.util - 9.4.43.v20210629 | Logging initialized @3496ms to org.eclipse.jetty.util.log.Slf4jLog
2022-01-05T22:09:42,981 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.ops4j.pax.web.pax-web-runtime/7.2.29
2022-01-05T22:09:42,990 | INFO  | features-3-thread-1 | Activator                        | 91 - org.ops4j.pax.web.pax-web-runtime - 7.2.29 | EventAdmin support is not available, no servlet events will be posted!
2022-01-05T22:09:42,992 | INFO  | features-3-thread-1 | Activator                        | 91 - org.ops4j.pax.web.pax-web-runtime - 7.2.29 | LogService support enabled, log events will be created.
2022-01-05T22:09:42,993 | INFO  | features-3-thread-1 | Activator                        | 91 - org.ops4j.pax.web.pax-web-runtime - 7.2.29 | Pax Web started
2022-01-05T22:09:43,062 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.http.core/4.2.14
2022-01-05T22:09:43,093 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Command registration delayed for bundle org.apache.karaf.http.core/4.2.14. Missing service: [org.apache.karaf.http.core.ProxyService, org.apache.karaf.http.core.ServletService]
2022-01-05T22:09:43,094 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.webconsole.http/4.2.14
2022-01-05T22:09:43,101 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.webconsole.http/4.2.14
2022-01-05T22:09:43,102 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   bcprov/1.69.0
2022-01-05T22:09:43,103 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   bcutil/1.69.0
2022-01-05T22:09:43,104 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   bcpkix/1.69.0
2022-01-05T22:09:43,105 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.sshd.osgi/2.5.1
2022-01-05T22:09:43,106 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.sshd.sftp/2.5.1
2022-01-05T22:09:43,107 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.jaas.config/4.2.14
2022-01-05T22:09:43,117 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.jaas.modules/4.2.14
2022-01-05T22:09:43,127 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.felix.inventory/1.0.6
2022-01-05T22:09:43,236 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.felix.webconsole.plugins.ds/2.1.0
2022-01-05T22:09:43,245 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.servicemix.bundles.not-yet-commons-ssl/0.3.11.1
2022-01-05T22:09:43,245 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.sshd.scp/2.5.1
2022-01-05T22:09:43,246 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.shell.ssh/4.2.14
2022-01-05T22:09:43,281 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.2.14. Missing service: [org.apache.sshd.server.SshServer]
2022-01-05T22:09:43,281 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.bundle.core/4.2.14
2022-01-05T22:09:43,321 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.bundle.core/4.2.14
2022-01-05T22:09:43,322 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.diagnostic.core/4.2.14
2022-01-05T22:09:43,332 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.2.14
2022-01-05T22:09:43,333 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.system.core/4.2.14
2022-01-05T22:09:43,347 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.system.core/4.2.14
2022-01-05T22:09:43,347 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.jaas.command/4.2.14
2022-01-05T22:09:43,365 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.jaas.command/4.2.14
2022-01-05T22:09:43,366 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Updating commands for bundle org.apache.karaf.jaas.command/4.2.14
2022-01-05T22:09:43,369 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Updating commands for bundle org.apache.karaf.jaas.command/4.2.14
2022-01-05T22:09:43,371 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.karaf.package.core/4.2.14
2022-01-05T22:09:43,382 | INFO  | features-3-thread-1 | CommandExtension                 | 39 - org.apache.karaf.shell.core - 4.2.14 | Registering commands for bundle org.apache.karaf.package.core/4.2.14
2022-01-05T22:09:43,383 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.14 |   org.apache.felix.webconsole.plugins.memoryusage/1.0.10
2022-01-05T22:09:43,388 | INFO  | features-3-thread-1 | memoryusage                      | 22 - org.apache.felix.webconsole.plugins.memoryusage - 1.0.10 | Storing Memory Dumps in /opt/karaf/data/cache/bundle22/data/dumps
